task,model,format,file,error,error_message
character,falcon,yaml,83.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 5, column 9:
          - eye_color: ""<color-code>"".defaul ... 
            ^
expected <block end>, but found '<scalar>'
  in ""<unicode string>"", line 5, column 34:
          - eye_color: ""<color-code>"".default(default_color)
                                     ^"
character,falcon,yaml,88.txt,incorrect_syntax,"sequence entries are not allowed here
  in ""<unicode string>"", line 17, column 10:
      array: - (eye_color, hair_color, height ... 
             ^"
character,falcon,yaml,89.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 2, column 10:
        > age: Your age or a description, e.g ... 
             ^"
character,falcon,yaml,9.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 2, column 1:
    ```
    ^"
character,falcon,yaml,91.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 4, column 3:
      character:
      ^
expected <block end>, but found '-'
  in ""<unicode string>"", line 11, column 3:
      - id: Anna
      ^"
character,falcon,yaml,93.txt,incorrect_syntax,"while parsing a block collection
  in ""<unicode string>"", line 3, column 5:
        - age: 30
        ^
expected <block end>, but found '?'
  in ""<unicode string>"", line 9, column 5:
        character2:
        ^"
character,falcon,yaml,94.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 14, column 1:
    ```
    ^"
character,falcon,yaml,95.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 2, column 1:
    ```
    ^"
character,falcon,yaml,97.txt,incorrect_syntax,"while scanning a block scalar
  in ""<unicode string>"", line 2, column 1:
    | column |
    ^
expected a comment or a line break, but found 'c'
  in ""<unicode string>"", line 2, column 3:
    | column |
      ^"
character,gemini-pro,json,18.txt,key_completeness,The key 'game' is missing.
character,gemini-pro,json,63.txt,key_completeness,The key 'game' is missing.
character,gemini-pro,yaml,25.txt,incorrect_syntax,"while scanning a simple key
  in ""<unicode string>"", line 7, column 5:
        last_name:ข้อมูล Weston
        ^
could not find expected ':'
  in ""<unicode string>"", line 8, column 5:
        physical_appearance:
        ^"
character,gemini-pro,yaml,70.txt,incorrect_syntax,"mapping values are not allowed here
  in ""<unicode string>"", line 10, column 17:
          hair_color: black
                    ^"
character,gpt-3.5-turbo,xml,22.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,gpt-3.5-turbo,xml,29.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,gpt-3.5-turbo,xml,30.txt,incorrect_syntax,"not well-formed (invalid token): line 20, column 0"
character,gpt-3.5-turbo,xml,35.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,gpt-3.5-turbo,xml,4.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,gpt-3.5-turbo,xml,68.txt,incorrect_syntax,"not well-formed (invalid token): line 20, column 0"
character,gpt-3.5-turbo,xml,70.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,gpt-3.5-turbo,xml,71.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,gpt-3.5-turbo,xml,86.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,gpt-3.5-turbo,yaml,16.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,gpt-3.5-turbo,yaml,44.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,gpt-3.5-turbo,yaml,5.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,gpt-3.5-turbo,yaml,56.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,gpt-3.5-turbo,yaml,93.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,gpt-3.5-turbo,yaml,94.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,gpt-3.5-turbo,yaml,97.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,gpt-3.5-turbo,yaml,99.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,gpt-4,yaml,58.txt,incorrect_syntax,"unacceptable character #x0081: special characters are not allowed
  in ""<unicode string>"", position 161"
character,llama-2,json,70.txt,key_completeness,The root of the result is not a dictionary.
character,llama-2,xml,1.txt,incorrect_syntax,"not well-formed (invalid token): line 25, column 0"
character,llama-2,xml,10.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,11.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 1"
character,llama-2,xml,13.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,17.txt,incorrect_syntax,"not well-formed (invalid token): line 21, column 0"
character,llama-2,xml,18.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 1"
character,llama-2,xml,26.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 1"
character,llama-2,xml,27.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,29.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,30.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,33.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,44.txt,incorrect_syntax,"not well-formed (invalid token): line 40, column 0"
character,llama-2,xml,45.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 1"
character,llama-2,xml,46.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,47.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,49.txt,incorrect_syntax,"syntax error: line 1, column 0"
character,llama-2,xml,5.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,52.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,55.txt,incorrect_syntax,"syntax error: line 1, column 0"
character,llama-2,xml,56.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,59.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,60.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,65.txt,incorrect_syntax,"not well-formed (invalid token): line 21, column 0"
character,llama-2,xml,66.txt,incorrect_syntax,"not well-formed (invalid token): line 21, column 0"
character,llama-2,xml,67.txt,incorrect_syntax,"not well-formed (invalid token): line 21, column 0"
character,llama-2,xml,68.txt,incorrect_syntax,"not well-formed (invalid token): line 25, column 0"
character,llama-2,xml,69.txt,incorrect_syntax,"junk after document element: line 2, column 0"
character,llama-2,xml,7.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 1"
character,llama-2,xml,70.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,71.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,74.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,77.txt,incorrect_syntax,"not well-formed (invalid token): line 40, column 0"
character,llama-2,xml,79.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,8.txt,incorrect_syntax,"not well-formed (invalid token): line 21, column 0"
character,llama-2,xml,80.txt,incorrect_syntax,"not well-formed (invalid token): line 17, column 0"
character,llama-2,xml,83.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,85.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,86.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,87.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,xml,88.txt,incorrect_syntax,"syntax error: line 1, column 0"
character,llama-2,xml,90.txt,incorrect_syntax,"not well-formed (invalid token): line 21, column 0"
character,llama-2,xml,93.txt,incorrect_syntax,"not well-formed (invalid token): line 2, column 1"
character,llama-2,xml,95.txt,incorrect_syntax,"not well-formed (invalid token): line 22, column 0"
character,llama-2,yaml,1.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 20, column 1:
    ```
    ^"
character,llama-2,yaml,10.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 22, column 1:
    ```
    ^"
character,llama-2,yaml,100.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,13.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,14.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,16.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,17.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,18.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,19.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,20.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,21.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,22.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,23.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,24.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 17, column 1:
    ``` [/EX]
    ^"
character,llama-2,yaml,25.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,27.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,29.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,3.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,30.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,32.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,33.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,34.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,35.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,36.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,38.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,39.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,4.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,40.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,41.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,42.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 20, column 1:
    ```
    ^"
character,llama-2,yaml,44.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,45.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,46.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,47.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,48.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ``` [/INST]
    ^"
character,llama-2,yaml,49.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,5.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 20, column 1:
    ```
    ^"
character,llama-2,yaml,50.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,51.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,52.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 22, column 1:
    ```
    ^"
character,llama-2,yaml,56.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,58.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,59.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,6.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,60.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,62.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,63.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,64.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,66.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,67.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,68.txt,incorrect_syntax,"while parsing a block mapping
  in ""<unicode string>"", line 5, column 9:
          - childhood_story: story
            ^
expected <block end>, but found '-'
  in ""<unicode string>"", line 6, column 9:
            - description: description
            ^"
character,llama-2,yaml,7.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,70.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ```
    ^"
character,llama-2,yaml,71.txt,incorrect_syntax,"while scanning for the next token
found character '`' that cannot start any token
  in ""<unicode string>"", line 16, column 1:
    ``` [/INST]
    ^"
